発売日,ハード,容量(bit),ジャンル,メーカー,タイトル,価格,ジョブカテゴリ,カウント,クロスレビュー(評価)
1990-01-26,PCE,3M,SLG,メサイヤ,ガイフレーム,"￥5,800","￥6,000代",0,-
1990-01-26,PCE,3M,RAC,タイトー,タイトーチェイスH.Q.,"￥6,600","￥6,500代",0,30
1990-01-26,PCE,4M,ADV,ナグザット,逐電屋藤兵衛,"￥6,700","￥6,500代",0,-
1990-02-01,PCE,2M,ETC,ニチブツ,麻雀刺客列伝麻雀ウォーズ,"￥5,400","￥5,500代",0,-
1990-02-07,PCE,2M,SPT,ビデオシステム,スーパーバレーボール,"￥5,800","￥6,000代",0,-
1990-02-23,PCE,3M,ACT,タイトー,ニュージーランドストーリー,"￥6,600","￥6,500代",0,-
1990-02-23,PCE,1M,PUZ,ハドソン,ブロディア(Vol.25),"￥4,500","￥4,500代",0,-
1990-02-23,PCE,3M,ACT,ビクター音楽産業,虎への道,"￥6,700","￥6,500代",0,-
1990-02-23,PCE,3M,SLG,メサイヤ,飛装騎兵カイザード,"￥6,200","￥6,000代",0,-
1990-03-01,PCE,2M,SHT,ナグザット,パラノイア,"￥5,800","￥6,000代",0,-
1990-03-02,PCE,3M,ACT,サンソフト,シティハンター,"￥6,300","￥6,500代",0,-
1990-03-02,PCE,2M,SHT,タイトー,スペースインベーダーズ復活の日,"￥5,900","￥6,000代",0,-
1990-03-02,PCE,4M,ADV,メサイヤ,謎のマスカレード,"￥6,000","￥6,000代",0,-
1990-03-09,PCE,3M,SHT,I.G.S.,サイバーコア,"￥6,700","￥6,500代",0,-
1990-03-10,PCE,4M,ACT,ナムコ,源平討魔伝,"￥6,800","￥7,000代",0,32
1990-03-16,PCE,1M,PUZ,メディアリング,倉庫番ワールド,"￥5,400","￥5,500代",0,-
1990-03-23,PCE,2M,SHT,パックインビデオ,アームドF,"￥6,700","￥6,500代",0,-
1990-03-27,PCE,4M,ACT,タイトー,奇々怪界,"￥5,500","￥5,500代",0,-
1990-03-30,PCE,2M,ACT,ハドソン,BEBALL(Vol.28),"￥5,200","￥5,000代",0,-
1990-03-30,PCE,2M,ETC,ビクター音楽産業,キングオブカジノ,"￥6,200","￥6,000代",0,-
1990-03-30,PCE,2M,ACT,データイースト,ドロップロックほらホラ,"￥5,900","￥6,000代",0,-
1990-03-30,PCE,2M,SPT,ナグザット,熱血高校ドッジボール部PC番外編,"￥5,900","￥6,000代",0,-
1990-04-03,PCE,4M,ACT,ナムコ,スプラッターハウス,"￥6,800","￥7,000代",0,-
1990-04-06,PCE,2M,SHT,ナグザット,サイコチェイサー,"￥5,800","￥6,000代",0,-
1990-04-06,PCE,4M,ACT,ハドソン,魔動王グランゾート,"￥6,500","￥6,500代",0,-
1990-04-13,PCE,4M,RAC,アスミック,パワードリフト,"￥6,900","￥7,000代",0,-
1990-04-20,PCE,4M,RPG,アスク講談社,ネクロスの要塞,"￥6,800","￥7,000代",0,30
1990-04-27,PCE,4M,SHT,ナムコ,バルンバ,"￥6,800","￥7,000代",0,-
1990-04-27,PCE,2M,SPT,ヒューマン,フォーメーションサッカーヒューマンカップ90,"￥5,500","￥5,500代",0,30
1990-04-27,PCE,3M,ACT,ハドソン,青いブリンク,"￥6,200","￥6,000代",0,-
1990-05-25,PCE,4M,SPT,ハドソン,マニアックプロレス(Vol.27),"￥6,500","￥6,500代",0,-
1990-05-31,PCE,3M,ACT,タイトー,ドンドコドン,"￥5,800","￥6,000代",0,-
1990-06-02,PCE,3M,RPG,I.G.S.,シンドバッド地底の大魔宮,"￥6,700","￥6,500代",0,-
1990-06-15,PCE,3M,ACT,ビクター音楽産業,ヴェイグス,"￥6,700","￥6,500代",0,-
1990-06-22,PCE,4M,SHT,NECアベニュー,ダウンロード,"￥6,800","￥7,000代",0,-
1990-06-29,PCE,2M,SPT,インテック,これがプロ野球'90,"￥5,800","￥6,000代",0,-
1990-06-29,PCE,2M,SHT,ナムコ,ゼビウスファードラウト伝説,"￥5,800","￥6,000代",0,-
1990-06-29,PCE,2M,PUZ,タイトー,パズニック,"￥5,900","￥6,000代",0,-
1990-06-29,PCE,4M,ETC,フェイス,麻雀学園MILD東間宗四郎登場,"￥7,980","￥8,000代",0,-
1990-07-06,PCE,2M,SYS,NEC-HE/ハドソン,CD-ROM2SYSTEMVer2.1,"￥4,800","￥5,000代",0,-
1990-07-06,PCE,4M,SHT,ハドソン,スーパースターソルジャー(Vol.30),"￥6,500","￥6,500代",0,34
1990-07-06,PCE,3M,ACT,タイトー,ラスタンサーガII,"￥6,600","￥6,500代",0,-
1990-07-06,PCE,4M,ACT,アイレム,最後の忍道NINJASPIRIT(Vol.4),"￥7,000","￥7,000代",0,32
1990-07-13,PCE,4M,ACT,ナムコ,超絶倫人ベラボーマン,"￥6,800","￥7,000代",0,-
1990-07-20,PCE,3M,ETC,ナグザット,デビルクラッシュ,"￥6,300","￥6,500代",0,34
1990-07-20,PCE,3M,RPG,ハドソン,桃太郎伝説ターボ(Vol.29),"￥5,800","￥6,000代",0,30
1990-07-27,PCE,4M,SHT,アイレム,イメージファイト(Vol.3),"￥7,000","￥7,000代",0,30
1990-07-27,PCE,2M,A-PUZ,パックインビデオ,ロードランナー失われた迷宮(ロストラビリンス),"￥5,800","￥6,000代",0,-
1990-07-27,PCE,2M,SPT,I.G.S.,ワールドビーチバレー,"￥5,700","￥5,500代",0,-
1990-07-27,PCE,8M,ACT,NECアベニュー,大魔界村,"￥10,800","￥11,000代",0,32
1990-08-03,PCE,3M,ACT,タイトー,地獄めぐり,"￥6,600","￥6,500代",0,-
1990-08-09,PCE,4M,ACT,ナムコ,ワルキューレの伝説,"￥6,800","￥7,000代",0,-
1990-08-10,PCE,2M,PUZ,テンゲン,クラックス,"￥5,900","￥6,000代",0,30
1990-08-10,PCE,3M,SPT,ハドソン,パワーリーグIII(Vol.31),"￥5,800","￥6,000代",0,30
1990-08-10,PCE,2M,ETC,ホームデータ,将棋初段一直線,"￥6,700","￥6,500代",0,-
1990-08-10,PCE,3M,ETC,サンソフト,麻雀悟空スペシャル,"￥6,300","￥6,500代",0,30
1990-08-31,PCE,4M,SHT,NECアベニュー,オペレーションウルフ,"￥7,200","￥7,000代",0,-
1990-09-07,PCE,3M,ACT,フェイス,はにい･おんざ･ろおど,"￥6,400","￥6,500代",0,-
1990-09-07,PCE,2M,ACT,ビクター音楽産業,暗黒伝説,"￥6,200","￥6,000代",0,-
1990-09-14,PCE,4M,RAC,ニチブツ,F1サーカス,"￥6,900","￥7,000代",0,31
1990-09-14,PCE,4M,SLG,トンキンハウス,関ヶ原,"￥6,800","￥7,000代",0,-
1990-09-21,PCE,6M,SHT,NECアベニュー,ダライアスプラス,"￥9,800","￥10,000代",0,-
1990-09-21,PCE,4M,ACT,ハドソン,桃太郎活劇(Vol.32),"￥6,500","￥6,500代",0,-
1990-09-28,PCE,4M,SHT,NECアベニュー,アフターバーナーII,"￥7,200","￥7,000代",0,-
1990-09-28,PCE,3M,ACT,UPL,ゴモラスピード(Vol.2),"￥6,700","￥6,500代",0,-
1990-09-28,PCE,2M,ACT,パックインビデオ,ダイハード,"￥6,200","￥6,000代",0,-
1990-09-28,PCE,3M,SHT,ナグザット,ダブルリング,"￥6,300","￥6,500代",0,-
1990-09-28,PCE,3M,SHT,ナムコ,ファイナルブラスター,"￥6,800","￥7,000代",0,-
1990-10-12,PCE,4M,ACT,サンソフト,BATMAN,"￥6,500","￥6,500代",0,-
1990-10-12,PCE,4M,RPG,トンキンハウス,サイバーナイト,"￥6,800","￥7,000代",0,30
1990-10-19,PCE,3M,SHT,ビデオシステム,ラビオレプススペシャル,"￥6,800","￥7,000代",0,-
1990-10-26,PCE,2M,PUZ,フェイス,琉球,"￥5,400","￥5,500代",0,-
1990-11-02,PCE,4M,SHT,ハドソン,エアロブラスターズ(Vol.33),"￥6,500","￥6,500代",0,30
1990-11-09,PCE,4M,SPT,トンキンハウス,カットビ宅配くん,"￥6,780","￥7,000代",0,-
1990-11-23,PCE,3M,SPT,メサイヤ,キックボール,"￥6,200","￥6,000代",0,-
1990-12-07,PCE,4M,SHT,NECアベニュー,サンダーブレード,"￥7,200","￥7,000代",0,-
1990-12-07,PCE,3M,SHT,ナグザット,バーニングエンジェル,"￥6,700","￥6,500代",0,-
1990-12-07,PCE,2M,ACT,ハドソン,ボンバーマン(Vol.34),"￥5,300","￥5,500代",0,-
1990-12-11,PCE,2M,ACT,ナムコ,メルヘンメイズ,"￥5,500","￥5,500代",0,-
1990-12-14,PCE,2M,PUZ,パックインビデオ,ZIPANG,"￥6,200","￥6,000代",0,-
1990-12-14,PCE,2M,PUZ,メディアリング,スピンペア,"￥5,900","￥6,000代",0,-
1990-12-14,PCE,3M,SPT,タイトー,チャンピオンレスラー,"￥6,600","￥6,500代",0,-
1990-12-14,PCE,2M,SHT,ビクター音楽産業,トイショップボーイズ,"￥6,200","￥6,000代",0,-
1990-12-14,PCE,3M,SHT,I.G.S.,バイオレントソルジャー,"￥6,400","￥6,500代",0,-
1990-12-14,PCE,3M,SPT,メサイヤ,ワラビー!!,"￥6,500","￥6,500代",0,-
1990-12-14,PCE,4M,SHT,NECアベニュー,大旋風,"￥7,200","￥7,000代",0,-
1990-12-19,PCE,3M,ACT,フェイス,不思議の夢のアリス,"￥6,400","￥6,500代",0,-
1990-12-21,PCE,4M,RAC,NECアベニュー,アウトラン,"￥7,200","￥7,000代",0,-
1990-12-21,PCE,4M,ACT,フェイス,クロスワイバー,"￥6,700","￥6,500代",0,-
1990-12-21,PCE,3M,SHT,エイコム,天聖龍,"￥7,200","￥7,000代",0,-
1990-12-21,PCE,3M,ACT,ナグザット,魔界プリンスどらぼっちゃん,"￥6,700","￥6,500代",0,-
1990-12-22,PCE,6M,RPG,ハドソン,桃太郎伝説II(Vol.35),"￥7,200","￥7,000代",0,30
1991-01-08,PCE,2M,SHT,データイースト,オーバーライド,"￥6,500","￥6,500代",0,31
1991-01-18,PCE,3M,A-PRG,タイトー,カダッシュ,"￥6,500","￥6,500代",0,-
1991-01-18,PCE,4M,ACT,ハドソン,ジャッキーチェン(Vol.36),"￥6,500","￥6,500代",0,-
1991-01-25,PCE,4M,RAC,タイトー,S.C.I.,"￥7,200","￥7,000代",0,-
1991-02-15,PCE,3M,ACT,タイトー,パラソルスター,"￥6,600","￥6,500代",0,-
1991-02-22,PCE,8M,SHT,ハドソン,オルディネス,"￥9,800","￥10,000代",0,-
1991-02-22,PCE,2M,PUZ,RIOT,パズルボーイ,"￥6,400","￥6,500代",0,-
1991-02-28,PCE,4M,SHT,T.S.S.,デッドムーン,"￥7,400","￥7,500代",0,-
1991-03-01,PCE,2M,SPT,ヒューマン,ファイナルマッチテニス,"￥5,700","￥5,500代",0,32
1991-03-08,PCE,4M,RAC,メディアリング,ゼロヨンチャンプ,"￥6,900","￥7,000代",0,-
1991-03-15,PCE,4M,ACT,ナムコ,おぼっちゃまくん,"￥6,800","￥7,000代",0,-
1991-03-15,PCE,2M,PUZ,ナグザット,タイタン,"￥5,900","￥6,000代",0,-
1991-03-15,PCE,4M,ACT,アイレム,レジェンドオブヒーロートンマ(Vol.5),"￥7,000","￥7,000代",0,-
1991-03-21,PCE,2M,SPT,ナムコ,プロ野球ワールドスタジアム'91,"￥5,800","￥6,000代",0,-
1991-03-22,PCE,4M,SHT,ナグザット,1943改,"￥7,200","￥7,000代",0,-
1991-03-29,PCE,3M,SPT,ビクター音楽産業,TVスポーツフットボール,"￥6,700","￥6,500代",0,-
1991-03-29,PCE,1M,PUZ,レーザーソフト,コラムス,"￥6,400","￥6,500代",0,-
1991-03-29,PCE,4M,SHT,データイースト,サイレントデバッガーズ,"￥6,800","￥7,000代",0,-
1991-03-29,PCE,3M,RAC,メサイヤ,モトローダーII,"￥6,500","￥6,500代",0,-
1991-04-05,PCE,4M,SLG,ハドソン,ポピュラス(Vol.37),"￥7,800","￥8,000代",0,-
1991-04-06,PCE,2M,A-PUZ,ユニポスト,サーカスライド,"￥5,400","￥5,500代",0,-
1991-04-12,PCE,3M,SHT,ナグザット,エターナルシティ都市転送計画,"￥6,900","￥7,000代",0,-
1991-04-19,PCE,2M,ACT,ハドソン,アドベンチャーアイランド(Vol.38),"￥5,300","￥5,500代",0,-
1991-04-27,PCE,4M,ACT,メサイヤ,改造町人シュビビンマン2～新たなる敵～,"￥6,600","￥6,500代",0,-
1991-05-24,PCE,1M,PUZ,マイクロキャビン,ハットリス,"￥5,800","￥6,000代",0,-
1991-06-21,PCE,3M,SPT,ハドソン,パワーイレブン(Vol.39),"￥5,800","￥6,000代",0,-
1991-07-05,PCE,4M,SHT,ハドソン,ファイナルソルジャー(Vol.40),"￥6,500","￥6,500代",0,-
1991-07-06,PCE,2M,A-PUZ,I.G.S.,トリッキー,"￥6,700","￥6,500代",0,-
1991-07-12,PCE,4M,RAC,ニチブツ,F1サーカス'91,"￥6,900","￥7,000代",0,-
1991-07-19,PCE,4M,ACT,ハドソン,PC原人2(Vol.41),"￥6,500","￥6,500代",0,-
1991-07-19,PCE,4M,RAC,アイレム,レーシング魂(Vol.6),"￥7,000","￥7,000代",0,-
1991-07-21,PCE,4M,SHT,フェイス,メタルストーカー,"￥6,980","￥7,000代",0,-
1991-08-02,PCE,2M,A-PUZ,ビクター音楽産業,スクウィーク,"￥6,400","￥6,500代",0,-
1991-08-09,PCE,4M,SHT,タイトー,はなたーかだか!?,"￥7,200","￥7,000代",0,-
1991-08-09,PCE,4M,SPT,ハドソン,パワーリーグ4(Vol.42),"￥6,500","￥6,500代",0,-
1991-08-23,PCE,8M,SHT,ハドソン,1941カウンターアタック,"￥9,800","￥10,000代",0,-
1991-08-30,PCE,2M,SHT,パックインビデオ,パワーゲイト,"￥6,200","￥6,000代",0,-
1991-08-30,PCE,4M,SPT,ヒューマン,ファイヤープロレスリング2ndBOUT,"￥6,900","￥7,000代",0,-
1991-09-06,PCE,1M,RAM,NEC-HE,天の声バンク,"￥3,880","￥4,000代",0,-
1991-09-20,PCE,3M,SPT,タイトー,ヒットジアイス,"￥6,800","￥7,000代",0,-
1991-09-20,PCE,2M,SPT,ナムコ,ワールドジョッキー,"￥5,800","￥6,000代",0,-
1991-09-27,PCE,4M,ACT,メサイヤ,どらごんEGG!,"￥6,500","￥6,500代",0,-
1991-09-27,PCE,6M,A-PRG,ハドソン,ニュートピアII(Vol.43),"￥7,200","￥7,000代",0,-
1991-09-27,PCE,4M,ETC,NECアベニュー,森田将棋PC,"￥7,200","￥7,000代",0,-
1991-10-04,PCE,4M,ACT,アトラス,メソポタミア,"￥6,800","￥7,000代",0,-
1991-10-18,PCE,2M,RAC,ナムコ,ワールドサーキット,"￥5,800","￥6,000代",0,-
1991-10-26,PCE,2M,SYS,NEC-HE/ハドソン,スーパーシステムカードVer3.0,"￥9,800","￥10,000代",0,-
1991-11-08,PCE,4M,ETC,フェイス,タイムクルーズⅡ,"￥7,200","￥7,000代",0,-
1991-11-15,PCE,2M,SHT,コナミ,グラディウス,"￥6,000","￥6,000代",0,-
1991-11-15,PCE,4M,SHT,パルソフト（クエスト）,マジカルチェイス,"￥7,800","￥8,000代",0,-
1991-11-22,PCE,6M,SHT,ハドソン,雷電(Vol.44),"￥7,200","￥7,000代",0,-
1991-11-29,PCE,4M,SHT,ナグザット,コリューン,"￥6,800","￥7,000代",0,-
1991-11-29,PCE,2M,SLG,パックインビデオ,スーパーメタルクラッシャー,"￥6,200","￥6,000代",0,-
1991-11-29,PCE,4M,ACT,ニチブツ,ファイティングラン,"￥6,900","￥7,000代",0,-
1991-11-29,PCE,4M,SPT,アスク講談社,モンスタープロレス,"￥6,800","￥7,000代",0,-
1991-11-29,PCE,2M,ETC,ホームデータ,将棋初心者無用,"￥7,300","￥7,500代",0,-
1991-12-06,PCE,4M,ACT,ハドソン,ドラえもんのび太のドラビアンナイト(Vol.46),"￥5,800","￥6,000代",0,-
1991-12-06,PCE,4M,ADV,ナグザット,バブルガムクラッシュ,"￥7,200","￥7,000代",0,-
1991-12-06,PCE,4M,SHT,コナミ,沙羅曼蛇,"￥6,000","￥6,000代",0,-
1991-12-13,PCE,4M,ACT,NEC-HE,ゲンジ通信あげだま,"￥5,800","￥6,000代",0,-
1991-12-13,PCE,4M,RPG,メディアリング,スパイラルウェーブ,"￥6,900","￥7,000代",0,-
1991-12-13,PCE,4M,ACT,NHKエンタープライズ,にこにこぷん,"￥6,500","￥6,500代",0,-
1991-12-13,PCE,2M,SHT,ココナッツジャパン,バリスティックス,"￥6,900","￥7,000代",0,-
1991-12-20,PCE,6M,ETC,ハドソン,スーパー桃太郎電鉄Ⅱ(Vol.45),"￥6,800","￥7,000代",0,-
1991-12-27,PCE,4M,SHT,ナムコ,ドラゴンセイバー,"￥6,800","￥7,000代",0,-
1992-01-04,PCE,4M,SHT,アイマックス,冒険男爵ドン,"￥6,800","￥7,000代",0,-
1992-01-10,PCE,4M,ETC,ナムコ,ちびまる子ちゃんクイズでピーヒャラ,"￥6,800","￥7,000代",0,-
1992-01-17,PCE,4M,ACT,タイトー,ミズバク大冒険,"￥7,400","￥7,500代",0,-
1992-01-24,PCE,4M,ACT,ハドソン,忍者龍剣伝(Vol.47),"￥6,500","￥6,500代",0,-
1992-01-31,PCE,4M,SLG,NHKエンタープライズ,NHK大河ドラマ太平記,"￥6,500","￥6,500代",0,-
1992-01-31,PCE,4M,SPT,トンキンハウス,サイバードッジ,"￥6,800","￥7,000代",0,-
1992-02-21,PCE,8M,SHT,コナミ,パロディウスだ!～神話からお笑いへ～,"￥9,800","￥10,000代",0,-
1992-02-28,PCE,4M,SHT,コナミ,出たな!!ツインビー,"￥6,800","￥7,000代",0,-
1992-02-28,PCE,4M,ETC,UPL,麻雀覇王伝カイザーズクエスト,"￥7,200","￥7,000代",0,-
1992-03-06,PCE,4M,SHT,メディアリング,トイレキッズ,"￥6,900","￥7,000代",0,-
1992-03-13,PCE,4M,ETC,ココナッツジャパン,パチ夫君十番勝負,"￥7,900","￥8,000代",0,-
1992-03-13,PCE,3M,SHT,タイトー,極楽!中華大仙,"￥6,800","￥7,000代",0,-
1992-04-03,PCE,4M,SPT,ナグザット,熱血高校ドッジボール部PCサッカー編,"￥6,900","￥7,000代",0,-
1992-04-07,PCE,4M,ACT,ナムコ,源平討魔伝巻の弐,"￥6,800","￥7,000代",0,-
1992-06-05,PCE,4M,ACT,ナムコ,ドルアーガの塔,"￥6,800","￥7,000代",0,-
1992-06-26,PCE,4M,ACT,ハドソン,高橋名人の新冒険島(Vol.49),"￥6,500","￥6,500代",0,-
1992-07-10,PCE,4M,SHT,ハドソン,ソルジャーブレイド(Vol.50),"￥6,500","￥6,500代",0,-
1992-07-24,PCE,4M,SHT,タイトー,TATSUJINタツジン,"￥7,200","￥7,000代",0,-
1992-07-24,PCE,2M,ETC,ビクター音楽産業,ストラテゴ,"￥6,900","￥7,000代",0,-
1992-08-07,PCE,6M,SPT,ハドソン,パワーリーグ5(Vol.51),"￥6,800","￥7,000代",0,-
1992-09-25,PCE,4M,SPT,ハドソン,炎の闘球児ドッジ弾平(Vol.52),"￥6,500","￥6,500代",0,-
1992-10-02,PCE,4M,ACT,アイレム,激写ボーイ(Vol.7),"￥7,000","￥7,000代",0,31
1992-10-10,PCE,4M,SPT,ハドソン,パワースポーツ(Vol.53),"￥6,500","￥6,500代",0,-
1992-11-13,PCE,8M,SPT,ヒューマン,ファイアープロレスリング3レジェンドバウト,"￥7,900","￥8,000代",0,-
1992-11-20,PCE,4M,SHT,ハドソン,PC電人(Vol.54),"￥6,500","￥6,500代",0,-
1992-11-27,PCE,4M,SHT,ニチブツ,テラクレスタIIマンドラーの逆襲,"￥6,900","￥7,000代",0,-
1992-12-04,PCE,4M,RPG,ハドソン,桃太郎伝説外伝第一集(Vol.55),"￥6,500","￥6,500代",0,-
1992-12-11,PCE,4M,ACT,ハドソン,ボンバーマン'93(Vol.56),"￥6,500","￥6,500代",0,-
1992-12-18,PCE,4M,RAC,ニチブツ,F1サーカス'92,"￥7,400","￥7,500代",0,-
1993-02-10,PCE,2M,A-PUZ,ハドソン,バトルロードランナー(Vol.57),"￥5,800","￥6,000代",0,-
1993-02-19,PCE,2M,SPT,ナグザット,つっぱり大相撲平成版,"￥6,300","￥6,500代",0,-
1993-03-02,PCE,8M,ACT,ハドソン,PC原人3(Vol.58),"￥7,200","￥7,000代",0,-
1993-04-29,PCE,3M,SPT,ビクター音楽産業,TVスポーツアイスホッケー,"￥7,200","￥7,000代",0,-
1993-04-29,PCE,4M,SPT,ビクター音楽産業,TVスポーツバスケットボール,"￥7,200","￥7,000代",0,-
1993-05-14,PCE,4M,SPT,ニチブツ,Jリーググレイテストイレブン,"￥7,400","￥7,500代",0,-
1993-06-12,PCE,20M,ACT,NEC-HE,ストリートファイターII',"￥9,800","￥10,000代",0,34
1993-06-25,PCE,4M,SPT,ハドソン,パワーテニス(Vol.59),"￥6,500","￥6,500代",0,-
1993-10-15,PCE,6M,SPT,ハドソン,パワーリーグ'93(Vol.60),"￥6,800","￥7,000代",0,-
1993-12-10,PCE,8M,ACT,ハドソン,ボンバーマン'94(Vol.61),"￥6,800","￥7,000代",0,-
1994-01-15,PCE,4M,SPT,ヒューマン,フォーメーションサッカーオンJリーグ,"￥6,500","￥6,500代",0,-
1994-03-12,PCE,16M,RAM,NEC-HE,アーケードカードDUO,"￥12,800","￥13,000代",0,-
1994-03-12,PCE,18M,RAM,NEC-HE,アーケードカードPRO,"￥17,800","￥18,000代",0,-
1994-12-16,PCE,4M,ETC,NEC-HE,21エモンめざせホテル王,"￥6,800","￥7,000代",0,-
1988-01-01,PCE,2M,SPT,ハドソン,パワーリーグオールスターゴールドヒューカード,非売品,非売品,0,-
1989-01-01,PCE,3M,SHT,ハドソン,ガンヘッドスペシャルバージョン,非売品,非売品,0,-
1990-03-16,PCE,6M,SHT,NECアベニュー,ダライアスα,非売品,非売品,0,-
1990-01-01,PCE,2M,ACT,ハドソン,ボンバーマンユーザーズバトル,非売品,非売品,0,-
1990-01-01,PCE,4M,SHT,ハドソン,スーパースターソルジャースペシャルバージョン,非売品,非売品,0,-
1991-01-01,PCE,4M,SHT,ハドソン,ファイナルソルジャースペシャルバージョン,非売品,非売品,0,-
1992-01-01,PCE,4M,SHT,ハドソン,ソルジャーブレイドスペシャルバージョン,非売品,非売品,0,-
1992-01-01,PCE,4M,ACT,ハドソン,ボンバーマン'93スペシャルバージョン,非売品,非売品,0,-
1993-01-01,PCE,6M,ACT,ハドソン,PC原人3体験版,非売品,非売品,0,-
1991-12-26,PCE,4M,ETC,GamesExpress,アイドル花札ファンクラブ,"￥8,900","￥9,000代",0,-
1992-04-16,PCE,4M,ETC,GamesExpress,究極麻雀アイドルグラフィック,"￥8,900","￥9,000代",0,-
1992-07-13,PCE,8M,RPG,GamesExpress,レディソード-略奪された10人の乙女-,"￥9,800","￥10,000代",0,-
1992-09-14,PCE,4M,ETC,GamesExpress,PCパチスロアイドルギャンブラー,"￥8,900","￥9,000代",0,-
1992-12-24,PCE,4M,ETC,GamesExpress,AVポーカーワールドギャンブラー,"￥8,900","￥9,000代",0,-
1993-02-23,PCE,4M,RPG,GamesExpress,ボディコンクエストII,"￥8,900","￥9,000代",0,-
1993-10-08,PCE,4M,ETC,GamesExpress,究極麻雀2スーパーアイドルグラフィック,"￥8,900","￥9,000代",0,-
1993-01-01,PCE,32K,ETC,GamesExpress,HACKERCDCARDGAMESEXPRESSCDCARD1993,非売品,非売品,0,-
1994-03-26,PCE,8M,ACT,GamesExpress,ストリップファイターII,"￥9,800","￥10,000代",0,-
1994-05-13,PCE,8M,ETC,GamesExpress,クイズ投稿写真,"￥9,800","￥10,000代",0,-
1988-12-04,PCE💿CDROM,💿512MB,ACT,ハドソンNEC,ファイティング・ストリート💿,調査中,調査中,0,-
1988-12-04,PCE💿CDROM,💿512MB,ADV,ハドソン,No・Ri・Ko💿,調査中,調査中,0,-
1988-12-23,PCE💿CDROM,💿512MB,他,ハドソン,ビックリマン大事界💿,調査中,調査中,0,-
1989-03-31,PCE💿CDROM,💿512MB,ADV,ハドソン,コブラ黒竜王の伝説💿,調査中,調査中,0,-
1989-06-23,PCE💿CDROM,💿512MB,ACT,日本テレネット、NEC,ヴァリスII💿,調査中,調査中,0,-
1989-06-30,PCE💿CDROM,💿512MB,RPG,ハドソン,天外魔境ZIRIA💿,調査中,調査中,0,30
1989-08-31,PCE💿CDROM,💿512MB,SHT,ハドソンNEC,ワンダーボーイIIIモンスター・レアーMonsterLair💿,調査中,調査中,0,33
1989-09-14,PCE💿CDROM,💿512MB,SPT,日本テレネット,SUPERアルバトロス💿,調査中,調査中,0,-
1989-09-22,PCE💿CDROM,💿512MB,ACT,NECアベニュー,獣王記💿,調査中,調査中,0,-
1989-10-27,PCE💿CDROM,💿512MB,ADV,ビクター音楽産業,鏡の国のレジェンド💿,調査中,調査中,0,-
1989-10-27,PCE💿CDROM,💿512MB,他,NECアベニュー,ROM2KARAOKEVOLUME1💿,調査中,調査中,0,-
1989-10-27,PCE💿CDROM,💿512MB,他,NECアベニュー,ROM2KARAOKEVOLUME2💿,調査中,調査中,0,-
1989-11-24,PCE💿CDROM,💿512MB,TBL,ハドソン,ぎゅわんぶらあ自己中心派激闘36雀士💿,調査中,調査中,0,30
1989-12-15,PCE💿CDROM,💿512MB,SHT,NECアベニュー,サイドアーム・スペシャル💿,調査中,調査中,0,-
1989-12-20,PCE💿CDROM,💿512MB,他,NECアベニュー,ROM2KARAOKEVOLUME3💿,調査中,調査中,0,-
1989-12-21,PCE💿CDROM,💿512MB,ARPG,ハドソンNEC,イースI・II💿,調査中,調査中,0,35
1989-12-22,PCE💿CDROM,💿512MB,SPT,メサイヤ,ROMROMスタジアム💿,調査中,調査中,0,-
1990-11-01,PCE💿CDROM,💿512MB,ACT,日本テレネット,レッド・アラートLastAlert💿,調査中,調査中,0,-
1990-01-19,PCE💿CDROM,💿512MB,他,NECアベニュー,ROM2KARAOKEVOLUME4💿,調査中,調査中,0,-
1990-02-23,PCE💿CDROM,💿512MB,ADV,ナグザット,西村京太郎ミステリー北斗星の女💿,調査中,調査中,0,-
1990-03-10,PCE💿CDROM,💿512MB,ACT,日本テレネット,ゴールデンアックス💿,調査中,調査中,0,-
1990-03-16,PCE💿CDROM,💿512MB,SHT,NECアベニュー,スーパーダライアス💿,調査中,調査中,0,31
1990-03-23,PCE💿CDROM,💿512MB,ACT,日本テレネットNEC,ファイナルゾーンII💿,調査中,調査中,0,-
1990-03-30,PCE💿CDROM,💿512MB,ADV,パック・イン・ビデオ,カルメン・サンディエゴを追え!世界編💿,調査中,調査中,0,-
1990-03-30,PCE💿CDROM,💿512MB,RPG,日本テレネット,コズミック・ファンタジー冒険少年ユウ💿,調査中,調査中,0,-
1990-03-30,PCE💿CDROM,💿512MB,他,ビクター音楽産業,ROM2カラオケVol.1すてきにスタンダード💿,調査中,調査中,0,-
1990-03-30,PCE💿CDROM,💿512MB,他,ビクター音楽産業,ROM2カラオケVol.2なっとくアイドル💿,調査中,調査中,0,-
1990-04-06,PCE💿CDROM,💿512MB,他,ビクター音楽産業,ROM2カラオケVol.3やっぱしバンド💿,調査中,調査中,0,-
1990-04-06,PCE💿CDROM,💿512MB,他,ビクター音楽産業,ROM2カラオケVol.4ちょいとおとな!?💿,調査中,調査中,0,-
1990-04-06,PCE💿CDROM,💿512MB,他,ビクター音楽産業,ROM2カラオケVol.5カラオケ幕の内💿,調査中,調査中,0,-
1990-04-13,PCE💿CDROM,💿512MB,PZL,ハドソン,上海II💿,調査中,調査中,0,-
1990-04-23,PCE💿CDROM,💿512MB,他,NECアベニュー,ROM2KARAOKEVOLUME5💿,調査中,調査中,0,-
